Image,CommandLine,ParentProcess
C:\Windows\System32\cmd.exe,C:\WINDOWS\system32\cmd.exe /c wmic OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-153"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-28550"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""27369"" 1>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,cmd.exe /C C:\WINDOWS\TEMP\pldA89A.tmp.bat T1564.003  --use-cleanup,C:\Windows\System32\rphcp.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  Set-ExecutionPolicy Unrestricted ; Set-MpPreference -DisableRealtimeMonitoring $true ; Install-PackageProvider -Name NuGet -MinimumVersion 2.8.5.201 -Force ; IEX (IWR 'https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/install-atomicredteam.ps1' -UseBasicParsing); Install-AtomicRedTeam -Force -getAtomics ; Invoke-AtomicTest T1553.006 -CheckPrereqs ; Invoke-AtomicTest T1553.006 -GetPrereqs ; Invoke-AtomicTest T1553.006 ; Invoke-AtomicTest T1553.006 -Cleanup ; Set-MpPreference -DisableRealtimeMonitoring $false ,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RESA1B6.tmp"" ""c:\Windows\SystemTemp\rzrzjofi\CSC7BDF0564B2F44F3186CF1F675C27CD78.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\rzrzjofi\rzrzjofi.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  (Get-packageProvider -name nuget).ProviderPath ,C:\Windows\System32\cmd.exe
C:\Windows\System32\net1.exe,C:\WINDOWS\system32\net1  FILE ,C:\Windows\System32\net.exe
C:\Windows\System32\net.exe,NET  FILE ,C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.exe  Get-ExecutionPolicy ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0.22"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.2."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""5.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2022"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2019"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2016"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2012"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2008"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2003"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""PowerShellGet"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell  Get-Module -ListAvailable PowerShellGet ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""cleanup"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO --use-cleanup """,C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,wmic  OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,C:\WINDOWS\system32\cmd.exe /c wmic OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-9136"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-7576"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""27352"" 1>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,cmd.exe /C C:\WINDOWS\TEMP\pld936B.tmp.bat T1553.006  --use-cleanup,C:\Windows\System32\rphcp.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES913B.tmp"" ""c:\Windows\SystemTemp\y04hrxdd\CSC91F8D08C3B81404E9E6FDD3869D7033.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\y04hrxdd\y04hrxdd.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  Set-ExecutionPolicy Unrestricted ; Set-MpPreference -DisableRealtimeMonitoring $true ; Install-PackageProvider -Name NuGet -MinimumVersion 2.8.5.201 -Force ; IEX (IWR 'https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/install-atomicredteam.ps1' -UseBasicParsing); Install-AtomicRedTeam -Force -getAtomics ; Invoke-AtomicTest T1036.005 -CheckPrereqs ; Invoke-AtomicTest T1036.005 -GetPrereqs ; Invoke-AtomicTest T1036.005 ; Invoke-AtomicTest T1036.005 -Cleanup ; Set-MpPreference -DisableRealtimeMonitoring $false ,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES8B02.tmp"" ""c:\Windows\SystemTemp\pys0iwi0\CSCD84D798FF98F4368A566B75ED850986D.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\pys0iwi0\pys0iwi0.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\whoami.exe,"""C:\WINDOWS\system32\whoami.exe""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\HOSTNAME.EXE,"""C:\WINDOWS\system32\HOSTNAME.EXE""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  (Get-packageProvider -name nuget).ProviderPath ,C:\Windows\System32\cmd.exe
C:\Windows\System32\net1.exe,C:\WINDOWS\system32\net1  FILE ,C:\Windows\System32\net.exe
C:\Windows\System32\net.exe,NET  FILE ,C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.exe  Get-ExecutionPolicy ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0.22"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.2."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""5.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2022"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2019"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2016"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2012"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2008"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2003"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""PowerShellGet"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell  Get-Module -ListAvailable PowerShellGet ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""cleanup"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO --use-cleanup """,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES8574.tmp"" ""c:\Windows\SystemTemp\f4wldc55\CSC6444305A2AB54912BFB33FC9AE8B4E46.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\System32\wbem\WMIC.exe,wmic  OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,C:\WINDOWS\system32\cmd.exe /c wmic OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-18119"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-19370"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""27336"" 1>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,cmd.exe /C C:\WINDOWS\TEMP\pld832E.tmp.bat T1036.005  --use-cleanup,C:\Windows\System32\rphcp.exe
C:\Windows\System32\HOSTNAME.EXE,"""C:\WINDOWS\system32\HOSTNAME.EXE""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\HOSTNAME.EXE,"""C:\WINDOWS\system32\HOSTNAME.EXE""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\f4wldc55\f4wldc55.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES717E.tmp"" ""c:\Windows\SystemTemp\cu3be1x1\CSCF6FAFFDF893A4B4B8E129629CA565FFA.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\cu3be1x1\cu3be1x1.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  Set-ExecutionPolicy Unrestricted ; Set-MpPreference -DisableRealtimeMonitoring $true ; Install-PackageProvider -Name NuGet -MinimumVersion 2.8.5.201 -Force ; IEX (IWR 'https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/install-atomicredteam.ps1' -UseBasicParsing); Install-AtomicRedTeam -Force -getAtomics ; Invoke-AtomicTest T1548.002 -CheckPrereqs ; Invoke-AtomicTest T1548.002 -GetPrereqs ; Invoke-AtomicTest T1548.002 ; Invoke-AtomicTest T1548.002 -Cleanup ; Set-MpPreference -DisableRealtimeMonitoring $false ,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES6CBC.tmp"" ""c:\Windows\SystemTemp\p5itosma\CSCDEC8B343EE7D4F7486562570D28929AB.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\p5itosma\p5itosma.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\HOSTNAME.EXE,"""C:\WINDOWS\system32\HOSTNAME.EXE""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\HOSTNAME.EXE,"""C:\WINDOWS\system32\HOSTNAME.EXE""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  (Get-packageProvider -name nuget).ProviderPath ,C:\Windows\System32\cmd.exe
C:\Windows\System32\net1.exe,C:\WINDOWS\system32\net1  FILE ,C:\Windows\System32\net.exe
C:\Windows\System32\net.exe,NET  FILE ,C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.exe  Get-ExecutionPolicy ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""10.0.22"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.2."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""6.0."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""5.1."" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ver """,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2022"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2019"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2016"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2012"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2008"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""Server 2003"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,"wmic  os get Caption,CSDVersion /value ",C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""PowerShellGet"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell  Get-Module -ListAvailable PowerShellGet ,C:\Windows\System32\cmd.exe
C:\Windows\System32\find.exe,"find  ""cleanup"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO --use-cleanup """,C:\Windows\System32\cmd.exe
C:\Windows\System32\wbem\WMIC.exe,wmic  OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,C:\WINDOWS\system32\cmd.exe /c wmic OS Get localdatetime /value,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-24142"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""-9667"" 1>>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" set /p=""27313"" 1>alpuid.altemp""",C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe  /S /D /c"" ECHO """,C:\Windows\System32\cmd.exe
C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,cmd.exe /C C:\WINDOWS\TEMP\pld6544.tmp.bat T1548.002  --use-cleanup,C:\Windows\System32\rphcp.exe
C:\Windows\System32\sc.exe,sc  qc win32times,C:\Windows\System32\cmd.exe
C:\Windows\System32\sc.exe,"sc  create win32times binPath= ""cmd /c start c:\T1036.004_NonExistingScript.ps1"" ",C:\Windows\System32\cmd.exe
C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\cmd.exe
C:\Windows\System32\cmd.exe,"""cmd.exe"" /c sc create win32times binPath= ""cmd /c start c:\T1036.004_NonExistingScript.ps1"" & sc qc win32times",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Powershell.exe  Set-ExecutionPolicy Unrestricted ; Set-MpPreference -DisableRealtimeMonitoring $true ; Install-PackageProvider -Name NuGet -MinimumVersion 2.8.5.201 -Force ; IEX (IWR 'https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/install-atomicredteam.ps1' -UseBasicParsing); Install-AtomicRedTeam -Force -getAtomics ; Invoke-AtomicTest T1564 -CheckPrereqs ; Invoke-AtomicTest T1564 -GetPrereqs ; Invoke-AtomicTest T1564 ; Invoke-AtomicTest T1564 -Cleanup ; Set-MpPreference -DisableRealtimeMonitoring $false ,C:\Windows\System32\cmd.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe /NOLOGO /READONLY /MACHINE:IX86 ""/OUT:C:\WINDOWS\SystemTemp\RES5C02.tmp"" ""c:\Windows\SystemTemp\swd5kjuc\CSC61482AC55CE742E987D5DAF1273D24DF.TMP""",C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe,"""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe"" /noconfig /fullpaths @""C:\WINDOWS\SystemTemp\swd5kjuc\swd5kjuc.cmdline""",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
